doc_id,lang,source,text,text_norm,n_chars,n_tokens,page_id,title
281540-p0,kmr,wiki,"'''Bloye''' komuneke departmena Haute-Savoie a li herêma Auvergne-Rhône-Alpesê ye ku yek ji komunên başûrê rojhilata Fransayê ye. 
Nifûs",bloye komuneke departmena haute savoie a li herêma auvergne rhône alpesê ye ku yek ji komunên başûrê rojhilata fransayê ye nifûs,136,21,281540,Bloye
213765-p16,kmr,wiki,8. Di dabeşbûna xaneyê de ji bo cihguhertina kromozoman,8 di dabeşbûna xaneyê de ji bo cihguhertina kromozoman,55,9,213765,Adenozîna trîfosfat
85100-p1,kmr,wiki,"Lê belê hin caran jî bijişkiya giyayî de wek derman tê amadekirin. Xizêmok gelemperî bi kulilkên xwe ya zerrîn xwaş tê naskirin. Serê çîçeka wê ya zer demek şunda diqulipe dibe gilover, wek topekî zîv tê xuyandin û bi ba va hemu rîşêyê wê belav dibe.",lê belê hin caran jî bijişkiya giyayî de wek derman tê amadekirin xizêmok gelemperî bi kulilkên xwe ya zerrîn xwaş tê naskirin serê çîçeka wê ya zer demek şunda diqulipe dibe gilover wek topekî zîv tê xuyandin û bi ba va hemu rîşêyê wê belav dibe,250,46,85100,Xizêmok
17772-p7,kmr,wiki,Di 1718an de Sardînya bû keyatîyake feodala serbixwe. Lê 1792an de keyatî derbaza bin kergare Fransayê bû. Di 1860an de Vittorio Emanuele II Îtalya bi tunî dagir kir û bû keyê Îtalyayê ye.,di 1718an de sardînya bû keyatîyake feodala serbixwe lê 1792an de keyatî derbaza bin kergare fransayê bû di 1860an de vittorio emanuele ii îtalya bi tunî dagir kir û bû keyê îtalyayê ye,188,33,17772,Sardînya
62599-p0,kmr,wiki,'''''Nûdem''''' rojnameyeke kurdî ye panzdehrojî ye ku hejmara wê ya pêşîn di gulana 2013an de li Qamişloka Rojavaya Kurdistanê derket. Bi kurdî (alfabeya latînî) û erebî derdikeve. Tîraja wê 3.000 e û çapxaneya wê li Dihokê ye. Rêveberê rojnameya Nûdemê Masûd Hamid (Massoud Hamid) e û sernivîskarê wê jî Qadir Egîd (Qadir Agid) e.,nûdem rojnameyeke kurdî ye panzdehrojî ye ku hejmara wê ya pêşîn di gulana 2013an de li qamişloka rojavaya kurdistanê derket bi kurdî alfabeya latînî û erebî derdikeve tîraja wê 3 000 e û çapxaneya wê li dihokê ye rêveberê rojnameya nûdemê masûd hamid massoud hamid e û sernivîskarê wê jî qadir egîd qadir agid e,332,55,62599,Nûdem (rojname)
134804-p1,kmr,wiki,"Di nîvê salên 1920an de, Yosîf Stalîn dest bi derxistina dijberên siyasî yên rastîn an gumanbar ji Partiya Komunîst (PKYS) kir. Dûv re, ew kes gelek caran ji bo karê bi zorê yê li Gulagê ketin zîndanê, an jî li ser sûcên derewîn di darizandinên şovenî û veşartî de bi îdamê hatin mehkûmkirin. Îtîrafên bi vî rengî di bin îşkenceyê de dihatin standin.",di nîvê salên 1920an de yosîf stalîn dest bi derxistina dijberên siyasî yên rastîn an gumanbar ji partiya komunîst pkys kir dûv re ew kes gelek caran ji bo karê bi zorê yê li gulagê ketin zîndanê an jî li ser sûcên derewîn di darizandinên şovenî û veşartî de bi îdamê hatin mehkûmkirin îtîrafên bi vî rengî di bin îşkenceyê de dihatin standin,350,63,134804,Paqijiya Mezin
139277-p0,kmr,wiki,"'''Artêşa Berxwedana Xudan''' (LRA) rêxistineke terorîsta xiristiyanî ye ku li bakurê Uganda, Sûdana Başûr, Komara Afrîkaya Navîn û Komara Demokratîk a Kongoyê kar dike. Armanca wê ew e ku Ugandayê li gor Încîlê birêve bibe.",artêşa berxwedana xudan lra rêxistineke terorîsta xiristiyanî ye ku li bakurê uganda sûdana başûr komara afrîkaya navîn û komara demokratîk a kongoyê kar dike armanca wê ew e ku ugandayê li gor încîlê birêve bibe,224,35,139277,Artêşa Berxwedana Xudan
82884-p33,kmr,wiki,"* ''La Esperantisto'', 1889–1895 (Esperantîst)
* ''Lingvo Internacia'', 1895–1914 (''Ziman Navneteweyî'')
* ''La Revuo'', 1906–1914 (Vekolîn)",la esperantisto 1889 1895 esperantîst lingvo internacia 1895 1914 ziman navneteweyî la revuo 1906 1914 vekolîn,141,16,82884,Ludwik Lejzer Zamenhof
24733-p5,kmr,wiki,"Kategorî:Brîtanî
Kategorî:Romannivîsên îngilîz ên mêr
Kategorî:Romannivîsên îngilîz ên sedsala 20an
Kategorî:Romannivîsên îngilîz ên sedsala 19an
Kategorî:Şanonivîsên îngilîz
Kategorî:Xelatgirên Nobela Wêjeyê",kategorî brîtanî kategorî romannivîsên îngilîz ên mêr kategorî romannivîsên îngilîz ên sedsala 20an kategorî romannivîsên îngilîz ên sedsala 19an kategorî şanonivîsên îngilîz kategorî xelatgirên nobela wêjeyê,208,26,24733,John Galsworthy
2270-p3,kmr,wiki,"Şêweyên galaksiyan jî pir in. Rêya Kadizê yek ji wan e. Ew li dor xwe digerin, ji lewre, kurdan jê re gotiye: Çerxa Felekê. Roja me di rêya Kadizê de ye. Roja me ji stêrkan tê hejmartin. Zemîna me (ev erdê ku em li ser dijîn) ji exteran (gerstêrk) tê hejmartin.",şêweyên galaksiyan jî pir in rêya kadizê yek ji wan e ew li dor xwe digerin ji lewre kurdan jê re gotiye çerxa felekê roja me di rêya kadizê de ye roja me ji stêrkan tê hejmartin zemîna me ev erdê ku em li ser dijîn ji exteran gerstêrk tê hejmartin,261,51,2270,Gerdûn
149331-p0,kmr,wiki,"'''Saint-Didier-de-Bizonnes''', komuneke li departmena Isère a li herêma Auvergne-Rhône-Alpesê ye ku li başûrê rojhilata Fransayê ye.",saint didier de bizonnes komuneke li departmena isère a li herêma auvergne rhône alpesê ye ku li başûrê rojhilata fransayê ye,133,21,149331,Saint-Didier-de-Bizonnes
279661-p0,kmr,wiki,"'''Vançais''' komuneke departmena Deux-Sèvres a li herêma Nouvelle-Aquitaine e ku yek ji komunên rojavayê Fransayê ye. 
Nifûs",vançais komuneke departmena deux sèvres a li herêma nouvelle aquitaine e ku yek ji komunên rojavayê fransayê ye nifûs,125,19,279661,Vançais
104194-p0,kmr,wiki,"'''Bonnie MacBird''' ( , San Francisco, Kalîforniya, DYA), nivîskar, lîstikvan, şanonivîs, senarîst û hilberînera amerîkan e. Ew nivîskara resen a fîlma honaka zanistî ya bi navê Tron e.",bonnie macbird san francisco kalîforniya dya nivîskar lîstikvan şanonivîs senarîst û hilberînera amerîkan e ew nivîskara resen a fîlma honaka zanistî ya bi navê tron e,186,26,104194,Bonnie MacBird
80448-p0,kmr,wiki,"Şaristanên Azerbaycana Rojavayê
'''Navçeya Şino''' yek ji şaristanên parêzgeha Azerbaycana Rojava û Rojhilatê Kurdistanê ye. Navenda vê şaristanê bajarê Şino ye.
Dabeşkirina navçeyê
2 nahiye û 2 bajar li navçeya Şinoyê hene :",şaristanên azerbaycana rojavayê navçeya şino yek ji şaristanên parêzgeha azerbaycana rojava û rojhilatê kurdistanê ye navenda vê şaristanê bajarê şino ye dabeşkirina navçeyê 2 nahiye û 2 bajar li navçeya şinoyê hene,225,32,80448,Şino (navçe)
138886-p4,kmr,wiki,"Kategorî:Endamên Parlamena Tirkiyeyê ya 26an
Kategorî:Endamên Parlamena Tirkiyeyê ya 27an
Kategorî:Endamên Parlamena Tirkiyeyê ya 28an
Kategorî:Jidayikbûn 1971
Kategorî:Kesên ji Amedê
Kategorî:Mirovên zindî
Kategorî:Parlamenterên Batmanê
Kategorî:Siyasetmedarên kurd
Kategorî:Siyasetmedarên kurd ên Bakurê Kurdistanê
Kategorî:Siyasetmedarên Partiya Demokratîk a Gelan
Kategorî:Siyasetmedarên Partiya Wekhevî û Demokrasiya Gelan",kategorî endamên parlamena tirkiyeyê ya 26an kategorî endamên parlamena tirkiyeyê ya 27an kategorî endamên parlamena tirkiyeyê ya 28an kategorî jidayikbûn 1971 kategorî kesên ji amedê kategorî mirovên zindî kategorî parlamenterên batmanê kategorî siyasetmedarên kurd kategorî siyasetmedarên kurd ên bakurê kurdistanê kategorî siyasetmedarên partiya demokratîk a gelan kategorî siyasetmedarên partiya wekhevî û demokrasiya gelan,427,53,138886,Mehmet Rüştü Tiryaki
286123-p0,kmr,wiki,"'''La Ville-ès-Nonais''' komuneke departmena Ille-et-Vilaine a li herêma Bretanyayê ye ku yek ji komunên li bakurê rojavayê Fransayê ye. 
Nifûs",la ville ès nonais komuneke departmena ille et vilaine a li herêma bretanyayê ye ku yek ji komunên li bakurê rojavayê fransayê ye nifûs,143,24,286123,La Ville-ès-Nonais
142714-p0,kmr,wiki,"'''Rivières-le-Bois''', komuneke li departmena Haute-Marney ya li herêma Grand Esta li bakurê rojhilatê Fransayê ye.",rivières le bois komuneke li departmena haute marney ya li herêma grand esta li bakurê rojhilatê fransayê ye,116,18,142714,Rivières-le-Bois
12317-p2,kmr,wiki,Serkeftin û yekemtiya Fordê 45 salî didome û gorî hin civaknasan Ford jiyana sosyal a mirovan guhartiye û ji vê yekê re jî Fordîzm tê gotin. Ford tê fabrîkên xwe de li dijî xebatên sendikayan derdikeve û hin reforman pêk tîne. Hin îdîa hene ku Ford alîkarî daye Adolf Hitler û sazûmaniya nîjadperest a naziyan.,serkeftin û yekemtiya fordê 45 salî didome û gorî hin civaknasan ford jiyana sosyal a mirovan guhartiye û ji vê yekê re jî fordîzm tê gotin ford tê fabrîkên xwe de li dijî xebatên sendikayan derdikeve û hin reforman pêk tîne hin îdîa hene ku ford alîkarî daye adolf hitler û sazûmaniya nîjadperest a naziyan,310,55,12317,Henry Ford
66100-p0,kmr,wiki,"'''Ezaz''' ( ), bajarokeke biçûk a Rojavaya Kurdistanê ye. Gelê wê kurd, ereb û tirkmen in. Di statîstîkan de, di sala 2004an de hijmera şêniyan digehe 31.000 kesî.",ezaz bajarokeke biçûk a rojavaya kurdistanê ye gelê wê kurd ereb û tirkmen in di statîstîkan de di sala 2004an de hijmera şêniyan digehe 31 000 kesî,164,27,66100,Ezaz
42874-p5,kmr,wiki,Di salên 30yî de bi tevî Karl Herzfeld dixebite. Herwiha bi Herzfeld re li ser çêkirina çekên atomî jî dixebite. Sala 1946 dibe profesor li Zanîngeha Chicago.,di salên 30yî de bi tevî karl herzfeld dixebite herwiha bi herzfeld re li ser çêkirina çekên atomî jî dixebite sala 1946 dibe profesor li zanîngeha chicago,158,27,42874,Maria Goeppert-Mayer
153053-p0,kmr,wiki,"'''Palise''', komuneke li departmena Doubs a herêma Bourgogne-Franche-Comté ye ku li rojhilata Fransayê ye.",palise komuneke li departmena doubs a herêma bourgogne franche comté ye ku li rojhilata fransayê ye,107,16,153053,Palise
140035-p0,kmr,wiki,"'''Trochu''', bajarokekî bi ser parêzgeha Albertaya Kanadayê ve ye. 
Binêre
* Lîsteya bajarokên Albertayê
Çavkanî",trochu bajarokekî bi ser parêzgeha albertaya kanadayê ve ye binêre lîsteya bajarokên albertayê çavkanî,113,14,140035,Trochu
152666-p0,kmr,wiki,"'''La Bretenière''', komuneke li departmena Doubs a li herêma Bourgogne-Franche-Comté ye ku li rojhilata Fransayê ye.",la bretenière komuneke li departmena doubs a li herêma bourgogne franche comté ye ku li rojhilata fransayê ye,117,18,152666,"La Bretenière, Doubs"
264964-p0,kmr,wiki,"'''Casapulla''' komun û şaredariyeke parêzgeha Casertaya li herêma Kampaniyayê ye ku yek ji şaredariyên li başûrê rojavayê Îtalyayê ye. 
Nifûs",casapulla komun û şaredariyeke parêzgeha casertaya li herêma kampaniyayê ye ku yek ji şaredariyên li başûrê rojavayê îtalyayê ye nifûs,142,20,264964,Casapulla
126412-p0,kmr,wiki,"'''Hugleville-en-Caux''', komuneke departmena Seine-Maritime ya li herêma Normandiyayê ye ku li bakurê Fransayê ye.",hugleville en caux komuneke departmena seine maritime ya li herêma normandiyayê ye ku li bakurê fransayê ye,115,17,126412,Hugleville-en-Caux
94583-p1,kmr,wiki,"Gelhe
Li gorî daneyên sala 2010an hejmara niştecihên vî bajarî digehêje 245.526 kesî 
Çavkanî",gelhe li gorî daneyên sala 2010an hejmara niştecihên vî bajarî digehêje 245 526 kesî çavkanî,93,15,94583,Lushan (bajar)
947-p12,kmr,wiki,"Partiyê di van salan da, her usa jî, ""Weşanxana Riya Azadî"" vekir û dest bi weşanên kitêban kir. Ew kitêb hinek bi kurdî, hinek bi tirkî bûn; lê li ser dîrok, ziman, çande û civaka kurd bûn.",partiyê di van salan da her usa jî weşanxana riya azadî vekir û dest bi weşanên kitêban kir ew kitêb hinek bi kurdî hinek bi tirkî bûn lê li ser dîrok ziman çande û civaka kurd bûn,190,37,947,Kemal Burkay
6240-p12,kmr,wiki,"Dîrok
Bermahiyên arkeolojîk ên ji bajarê kevnarê Rayê destnîşan dikin ku rûniştina li Tehranê heta 6000 salan diçe. 
Serdema klasîk
Tehran li herêma Medyayê ya dîrokî ya (bi farisiya Kevin: 𐎶𐎠𐎭 Māda) li bakurê rojavayê Îranê ye. Di Vîdevdata Avestayê (i,15) de, bajarê kevnar a Rageşê wekî 12em cihê pîroz e ku ji hêla Ahûra Mezda ve hatiye afirandin tê binav kirin. Di nivîsên farisî yên kevin de bajarê Rageşê wekê parêzgehek hatiye diyar kirin (Bistun 2,10–18). Ji Rageş, Daryûs I hêzek ji bavê xwe Vîştaspa re şand ku serhildana li Perthava bitepisîne. (Bistun 3,1-10). Tevî ku dîroknasên nûjen bi gelemperî cihê jidayikbûna Zerdeşt parêzgeha Xorasanê diyar dikin, hinek nivîsarên farisiya navîn bajarê Rageşê wekî cihê jidayikbûna Zerdeşt didin nîşan.",dîrok bermahiyên arkeolojîk ên ji bajarê kevnarê rayê destnîşan dikin ku rûniştina li tehranê heta 6000 salan diçe serdema klasîk tehran li herêma medyayê ya dîrokî ya bi farisiya kevin 𐎶𐎠𐎭 māda li bakurê rojavayê îranê ye di vîdevdata avestayê i 15 de bajarê kevnar a rageşê wekî 12em cihê pîroz e ku ji hêla ahûra mezda ve hatiye afirandin tê binav kirin di nivîsên farisî yên kevin de bajarê rageşê wekê parêzgehek hatiye diyar kirin bistun 2 10 18 ji rageş daryûs i hêzek ji bavê xwe vîştaspa re şand ku serhildana li perthava bitepisîne bistun 3 1 10 tevî ku dîroknasên nûjen bi gelemperî cihê jidayikbûna zerdeşt parêzgeha xorasanê diyar dikin hinek nivîsarên farisiya navîn bajarê rageşê wekî cihê jidayikbûna zerdeşt didin nîşan,756,125,6240,Tehran
288811-p0,kmr,wiki,"'''Saint-Brisson''' komuneke departmena Nièvre a li herêma Bourgogne-Franche-Comtéyê ye ku komuneke li herêma navendî ya Fransayê ye. 
Nifûs",saint brisson komuneke departmena nièvre a li herêma bourgogne franche comtéyê ye ku komuneke li herêma navendî ya fransayê ye nifûs,140,21,288811,Saint-Brisson
286184-p0,kmr,wiki,"'''Chabris''' komuneke departmena Indre ya li herêma Centre-Val de Loireyê ye ku yek ji komunên li herêma navendî yê Fransayê ye. 
Nifûs",chabris komuneke departmena indre ya li herêma centre val de loireyê ye ku yek ji komunên li herêma navendî yê fransayê ye nifûs,136,23,286184,Chabris
27767-p0,kmr,wiki,"'''Balinde''', '''firinde''', '''çûk''' an jî '''teyr û tû''' (''Aves''), bira ku hemû canewerên bi per yên ku difirine.",balinde firinde çûk an jî teyr û tû aves bira ku hemû canewerên bi per yên ku difirine,120,18,27767,Balinde
54981-p1,kmr,wiki,"Hejmara rûniştvanan
Li gor serjimariya giştî ya mirov û malan a Îranê ku di sala 2006'an de hat encamdan, hejmara rûniştvanên gundê Qellaçuxe 282 kes e. Herwisa hejmara malbatên vî gundî 58 e.",hejmara rûniştvanan li gor serjimariya giştî ya mirov û malan a îranê ku di sala 2006 an de hat encamdan hejmara rûniştvanên gundê qellaçuxe 282 kes e herwisa hejmara malbatên vî gundî 58 e,192,34,54981,Qellaçuxe
115650-p0,kmr,wiki,"'''Ruffigné''', komuneke li departementa Loire-Atlantiqueya Fransayê ye.",ruffigné komuneke li departementa loire atlantiqueya fransayê ye,72,8,115650,Ruffigné
95899-p4,kmr,wiki,"Kariyera wê
Wood ji sala 1994an ve di rêzefîlmên TVyê de dest bi lîstikvaniyê kir. Di sala 1996an de, dê û bavê Wood ji hev veqetiyan (pişt re berda). Ji ber vê yekê Wood çû Los Angeles, ku aliyê diya wî lê bû. Piştî demsalekê ku di rêzefîlima Profiler de lîst çû rêzefîlmek din a televîzyonê Once and Again bi rola bi navê Jessie Sammler, dest bi lîstikvaniyê kir.",kariyera wê wood ji sala 1994an ve di rêzefîlmên tvyê de dest bi lîstikvaniyê kir di sala 1996an de dê û bavê wood ji hev veqetiyan pişt re berda ji ber vê yekê wood çû los angeles ku aliyê diya wî lê bû piştî demsalekê ku di rêzefîlima profiler de lîst çû rêzefîlmek din a televîzyonê once and again bi rola bi navê jessie sammler dest bi lîstikvaniyê kir,365,69,95899,Evan Rachel Wood
24755-p2,kmr,wiki,"Şêx Hesenê Nûranî yek ji şêxên rêçika neqşîbendî bû. Di herêmê de xwedîrêz û giranbihatiyeka wî ya mezin hebû. Di pey wî de, çi kesê ku ji malbatê rabûye, hê bêtir bi bal welatparêziyê ve, xasma di warê nivîsandina bi zimanê kurdî de gavine fireh avêtiye û qelemşoriyeke mezin kiriye û berhemên xwe bi zimanê kurdî nivîsîne.",şêx hesenê nûranî yek ji şêxên rêçika neqşîbendî bû di herêmê de xwedîrêz û giranbihatiyeka wî ya mezin hebû di pey wî de çi kesê ku ji malbatê rabûye hê bêtir bi bal welatparêziyê ve xasma di warê nivîsandina bi zimanê kurdî de gavine fireh avêtiye û qelemşoriyeke mezin kiriye û berhemên xwe bi zimanê kurdî nivîsîne,324,57,24755,Şêx Hesenê Nûranî
6333-p57,kmr,wiki,"Jiyana siyasî ya Fransayê di van dehsalên borî de heya ""hilbijartinên parlamanî yên 2017an"" bi polarîzasyonek di navbera du komên siyasî de hate nişandan: çep li dora Partiya Sosyalîst û rastgir li dora RPR û şûngirê wê UMP. Partiya rastgira tund FN (''Eniya Neteweyî'' ""bêtir qanûn û nîzam"" û polîtîkayeke tund a koçberiyê diparêze û ji destpêka salên 1980-an vir ve nêzî ji sedî 15&nbsp; dengdana di hilbijartinan de. Partiyê di salên dawî de li Parîsê jî grevên mezin organîze kiribû.",jiyana siyasî ya fransayê di van dehsalên borî de heya hilbijartinên parlamanî yên 2017an bi polarîzasyonek di navbera du komên siyasî de hate nişandan çep li dora partiya sosyalîst û rastgir li dora rpr û şûngirê wê ump partiya rastgira tund fn eniya neteweyî bêtir qanûn û nîzam û polîtîkayeke tund a koçberiyê diparêze û ji destpêka salên 1980 an vir ve nêzî ji sedî 15 nbsp dengdana di hilbijartinan de partiyê di salên dawî de li parîsê jî grevên mezin organîze kiribû,487,83,6333,Fransa
3011-p7,kmr,wiki,"Di sala 1973an de, gava ku Dr. Şerefkendî li Parîsê hewil dide doktoraya bistîne, bi riya Şehîd Dr. Ebdulrehman Qasimlo bername û rêz û rêçikên PDK-Îyê nas dike û bi wan re aşîna dibe.",di sala 1973an de gava ku dr şerefkendî li parîsê hewil dide doktoraya bistîne bi riya şehîd dr ebdulrehman qasimlo bername û rêz û rêçikên pdk îyê nas dike û bi wan re aşîna dibe,184,35,3011,Mihemed Sadiq Şerefkendî
32825-p8,kmr,wiki,"Kategorî:Jidayikbûn 1960
Kategorî:Kesên ji Silêmaniyê
Kategorî:Kurdên misilman
Kategorî:Kurdên Başûrê Kurdistanê
Kategorî:Mêr
Kategorî:Mirovên zindî
Kategorî:Serokkomarên Iraqê
Kategorî:Serokwezîrên Herêma Kurdistanê
Kategorî:Siyasetmedarên kurd
Kategorî:Siyasetmedarên Iraqê
Kategorî:YNK",kategorî jidayikbûn 1960 kategorî kesên ji silêmaniyê kategorî kurdên misilman kategorî kurdên başûrê kurdistanê kategorî mêr kategorî mirovên zindî kategorî serokkomarên iraqê kategorî serokwezîrên herêma kurdistanê kategorî siyasetmedarên kurd kategorî siyasetmedarên iraqê kategorî ynk,288,34,32825,Berhem Salih
134305-p0,kmr,wiki,"'''Pablo Ruiz Picasso''' (25'ê kewçêrê 1881 - 8'ê avrêlê 1973) wênesaz, peykersaz, çapker, seramîkîst û sêwiranerê şanoyê yê spanî bû ku piraniya jiyana xwe ya mezin li Fransayê derbas kir.",pablo ruiz picasso 25 ê kewçêrê 1881 8 ê avrêlê 1973 wênesaz peykersaz çapker seramîkîst û sêwiranerê şanoyê yê spanî bû ku piraniya jiyana xwe ya mezin li fransayê derbas kir,189,31,134305,Pablo Picasso
288865-p0,kmr,wiki,"'''Ternant''' komuneke departmena Nièvre a li herêma Bourgogne-Franche-Comtéyê ye ku komuneke li herêma navendî ya Fransayê ye. 
Nifûs",ternant komuneke departmena nièvre a li herêma bourgogne franche comtéyê ye ku komuneke li herêma navendî ya fransayê ye nifûs,134,20,288865,"Ternant, Nièvre"
48709-p4,kmr,wiki,"Rexne li AKPê dike tê safkirin
Di hilbijartinên giştî yên 2011ê de Erdogan gelek siyasetmedarên bi eslê xwe kurd in ên AKPyê, taswiye dike, ku yek ji wan jî Dengir Mîr Mihemed e. AKP xwe ji sozên dabû vedikişîne, xwe dide statûkoparêzî, neteweperweriyê. Dengir Mîr Mihemed jî viya rexne dike û tîne ziman. Erdogan wî ji cihgiriya serokwezîriyê digire.",rexne li akpê dike tê safkirin di hilbijartinên giştî yên 2011ê de erdogan gelek siyasetmedarên bi eslê xwe kurd in ên akpyê taswiye dike ku yek ji wan jî dengir mîr mihemed e akp xwe ji sozên dabû vedikişîne xwe dide statûkoparêzî neteweperweriyê dengir mîr mihemed jî viya rexne dike û tîne ziman erdogan wî ji cihgiriya serokwezîriyê digire,351,59,48709,Dengir Mir Mehmet Fırat
21503-p0,kmr,wiki,"'''Baxçeyê Tîpan''' CD-ROMeke kurdî ji bo fêrbûna alfabeya kurdî, xwendin û nivîsandinê ye. Bername ji bo zarokên 4-10 salî hatiye amadekirin. Tê de gelek wêneyên bi deng û livîn hene.",baxçeyê tîpan cd romeke kurdî ji bo fêrbûna alfabeya kurdî xwendin û nivîsandinê ye bername ji bo zarokên 4 10 salî hatiye amadekirin tê de gelek wêneyên bi deng û livîn hene,184,32,21503,Baxçeyê Tîpan
