doc_id,lang,source,text,text_norm,n_chars,n_tokens,page_id,title
1284669-p6,tr,wiki,"NGC6512
6512
Kategori:PGC cisimleri",ngc6512 6512 kategori pgc cisimleri,35,5,1284669,NGC 6512
2458084-p138,tr,wiki,"Kahraman Koçovalı'nın eşi. Akşın Koçovalı ve Acar Koçovalı'nın annesi. 
Kocası Kahraman'ı öldüren Vartolu'dan intikam almak için evine gider ve Vartolu'ya silah çeker. Vartolu ve Medet Nedret'in elinden silahı almaya çalışırken Medet kendi silahı ile yanlışlıkla Sultan Koçovalı'yı vurdu.
Sultan vurulunca felç kalır. Nedret Sultan'a Saadet'i Selim'in adamı Cemil ile evlendirme fikrini veren kişidir. Başlangıçta Nedret'in Ayşe ile arası iyi değildi. Karakuzular çetesinin düğün baskınında öldürülmüştür.",kahraman koçovalı nın eşi akşın koçovalı ve acar koçovalı nın annesi kocası kahraman ı öldüren vartolu dan intikam almak için evine gider ve vartolu ya silah çeker vartolu ve medet nedret in elinden silahı almaya çalışırken medet kendi silahı ile yanlışlıkla sultan koçovalı yı vurdu sultan vurulunca felç kalır nedret sultan a saadet i selim in adamı cemil ile evlendirme fikrini veren kişidir başlangıçta nedret in ayşe ile arası iyi değildi karakuzular çetesinin düğün baskınında öldürülmüştür,505,76,2458084,Çukur karakterleri listesi
271265-p2,tr,wiki,"Coğrafya
Köy, Elazığ il merkezine 73&nbsp;km, Kovancılar ilçe merkezine 12&nbsp;km uzaklıktadır.",coğrafya köy elazığ il merkezine 73 nbsp km kovancılar ilçe merkezine 12 nbsp km uzaklıktadır,96,15,271265,"Taşören, Kovancılar"
2297624-p1,tr,wiki,"Müzik yaşamı
Stone Mountain, Georgia'da dünyaya gelen Cyhi, Def Jam Recordings desteğiyle Akon'un sahibi olduğu Konvict Muzik plak şirketinde profesyonel müzik yaşamına adım attı. Kısa süre sonra Kanye West ile yakınlık kuran sanatçı, ''My Beautiful Dark Twisted Fantasy'' (2010) albümünde yer alan ""So Appalled"" adlı şarkıdaki performansıyla dikkatleri üzerine çekti. O yıl ''Royal Flush'' adlı ilk mixtape'ini çıkaran Cyhi, sonraki yıl ''Royal Flush II'' ve ''Jack of All Trades'' adlı iki mixtape daha yayınladı. West'in sahibi olduğu GOOD Music bünyesine katılan sanatçı, 2012 yılında ''Cruel Summer'' albümünde de yer aldı. 2013 yılında West'in ''Yeezus'' albümünde söz yazımına katkıda bulundu.",müzik yaşamı stone mountain georgia da dünyaya gelen cyhi def jam recordings desteğiyle akon un sahibi olduğu konvict muzik plak şirketinde profesyonel müzik yaşamına adım attı kısa süre sonra kanye west ile yakınlık kuran sanatçı my beautiful dark twisted fantasy 2010 albümünde yer alan so appalled adlı şarkıdaki performansıyla dikkatleri üzerine çekti o yıl royal flush adlı ilk mixtape ini çıkaran cyhi sonraki yıl royal flush ii ve jack of all trades adlı iki mixtape daha yayınladı west in sahibi olduğu good music bünyesine katılan sanatçı 2012 yılında cruel summer albümünde de yer aldı 2013 yılında west in yeezus albümünde söz yazımına katkıda bulundu,700,104,2297624,Cyhi the Prynce
2773917-p0,tr,wiki,"'''Saint-Maurice—Laflèche''' (daha önce St-Maurice-Laflèche olarak biliniyordu) Quebec, Kanada'da, 1935'ten 1968'e kadar Kanada Avam Kamarası'nda temsil edilen federal bir seçim bölgesi.",saint maurice laflèche daha önce st maurice laflèche olarak biliniyordu quebec kanada da 1935 ten 1968 e kadar kanada avam kamarası nda temsil edilen federal bir seçim bölgesi,186,28,2773917,Saint-Maurice—Laflèche
1576108-p0,tr,wiki,"* Mehmet Şevket Erdoğan - 1882 doğumlu siyasetçi
* Mehmet Erdoğan - 1956 doğumlu siyasetçi
* Mehmet Erdoğan - 1964 doğumlu siyasetçi
* Mehmet Erdoğan - 1966 doğumlu siyasetçi
* Mehmet Erdoğan - 1961 doğumlu yazar",mehmet şevket erdoğan 1882 doğumlu siyasetçi mehmet erdoğan 1956 doğumlu siyasetçi mehmet erdoğan 1964 doğumlu siyasetçi mehmet erdoğan 1966 doğumlu siyasetçi mehmet erdoğan 1961 doğumlu yazar,212,26,1576108,Mehmet Erdoğan
4502536-p5,tr,wiki,"Dosya:Pope Julius II.jpg|Papa II. Julius 
Dosya:Gian Lorenzo Bernini - Portrait d'Urbain VIII.jpg|Papa VIII. Urbanius 
Dosya:ClementXIII.jpeg|Papa XIII. Clemens 
Dosya:Camauro Weiss Sammlung Philippi.JPG|Beyaz kürk süslemeli ve beyaz Şam kumaşı tabanlı Paskalya camaurosu.
Dosya:Pius V.jpg|Papa V. Pius
Dosya:198.Papa Clement VI.jpg|Papa VI. Clemens
Dosya:Hábito coral papal invernal.svg|Papanın kışlık kıyafeti
Dosya:Camauro normal y pascual.svg|Klasik Camauro ve Paskalya Camaurosu",dosya pope julius ii jpg papa ii julius dosya gian lorenzo bernini portrait d urbain viii jpg papa viii urbanius dosya clementxiii jpeg papa xiii clemens dosya camauro weiss sammlung philippi jpg beyaz kürk süslemeli ve beyaz şam kumaşı tabanlı paskalya camaurosu dosya pius v jpg papa v pius dosya 198 papa clement vi jpg papa vi clemens dosya hábito coral papal invernal svg papanın kışlık kıyafeti dosya camauro normal y pascual svg klasik camauro ve paskalya camaurosu,483,78,4502536,Camauro
2209635-p21,tr,wiki,"|- style=""background-color:#F2F2F2""
| align=""center"" colspan=""3"" | '''Toplam seçmen sayısı'''
| align=""center"" colspan=""7"" | '''Toplam sandık sayısı'''
|- align=""left""
| align=""center"" colspan=""3"" | 3.428 
| align=""center"" colspan=""7"" | 13 
|-
|- style=""background-color:#E9E9E9""
|-
! align=""center"" colspan=""4"" | Adaylık
! align=""center"" colspan=""6"" | Sonuçlar
|- style=""background-color:#E9E9E9""
! align=""center"" colspan=""2""| 
! align=""center"" | Parti
! align=""center"" | Aday
! align=""center"" | Oy sayısı
! align=""center"" | Oy oranı
|- align=""left""
|bgcolor=""#9D1D1E"" width=1|
| SHP
|style=""background:#00CB73""| Sosyaldemokrat Halk Partisi 
|style=""background:#00CB73""| Hamit Ergin 
| 928
| 
|- align=""left""
|bgcolor=""#FE0000"" width=1|
| DYP
| Doğru Yol Partisi
| Fethullah Mehmetoğlu
|879
| 
|- align=""left""
|bgcolor=""#ED8000"" width=1|
| AK Parti
|Adalet ve Kalkınma Partisi
| Recep Dolan
|402
| 
|- align=""left""
|bgcolor="" "" width=1|
|BĞMSZ
|Bağımsız",style background color f2f2f2 align center colspan 3 toplam seçmen sayısı align center colspan 7 toplam sandık sayısı align left align center colspan 3 3 428 align center colspan 7 13 style background color e9e9e9 align center colspan 4 adaylık align center colspan 6 sonuçlar style background color e9e9e9 align center colspan 2 align center parti align center aday align center oy sayısı align center oy oranı align left bgcolor 9d1d1e width 1 shp style background 00cb73 sosyaldemokrat halk partisi style background 00cb73 hamit ergin 928 align left bgcolor fe0000 width 1 dyp doğru yol partisi fethullah mehmetoğlu 879 align left bgcolor ed8000 width 1 ak parti adalet ve kalkınma partisi recep dolan 402 align left bgcolor width 1 bğmsz bağımsız,954,121,2209635,Diyarbakır'da 2004 Türkiye yerel seçimleri
98119-p8,tr,wiki,"2009-10 sezonunda, Haziran 2010'a kadar olan sözleşmesini, 21 Mayıs 2010'da bir yıl daha uzattı.",2009 10 sezonunda haziran 2010 a kadar olan sözleşmesini 21 mayıs 2010 da bir yıl daha uzattı,96,17,98119,Filippo Inzaghi
1536358-p1,tr,wiki,"Eyaletin Kazerun şehristanı'ndaki, aynı isimli Heşt bahşı'nın yönetim merkezi olan şehrin 2006 yılı resmî nüfusu 10,332 kişi ve 2,257 hanedir.",eyaletin kazerun şehristanı ndaki aynı isimli heşt bahşı nın yönetim merkezi olan şehrin 2006 yılı resmî nüfusu 10 332 kişi ve 2 257 hanedir,142,24,1536358,Heşt
2957069-p11,tr,wiki,"F34 versiyonu, 2013 yılında 83. Cenevre Uluslararası Otomobil Fuarı'nda tanıtılmıştır. Motor yelpazesi lansman sırasında sıralı-4 ve sıralı-6 konfigürasyonlarında turbo şarjlı benzinli ve dizel motorlardan oluşuyordu. Dört tekerlekten çekiş ""i xDrive"" ve ""d xDrive"" modellerinde mevcuttu. F34, F30 neslinin diğer gövde tipleri için makyajlı versiyonun tanıtılmasından bir yıl sonra, 2016 ortasında bir makyaj (""Life Cycle Impulse"") aldı.",f34 versiyonu 2013 yılında 83 cenevre uluslararası otomobil fuarı nda tanıtılmıştır motor yelpazesi lansman sırasında sıralı 4 ve sıralı 6 konfigürasyonlarında turbo şarjlı benzinli ve dizel motorlardan oluşuyordu dört tekerlekten çekiş i xdrive ve d xdrive modellerinde mevcuttu f34 f30 neslinin diğer gövde tipleri için makyajlı versiyonun tanıtılmasından bir yıl sonra 2016 ortasında bir makyaj life cycle impulse aldı,437,59,2957069,BMW 3 Serisi (F30)
3510257-p1,tr,wiki,"Savaştan sonra Amerika Birleşik Devletleri'ne göç eden Karski, doktorasını tamamladı ve Georgetown Üniversitesi'nde uluslararası ilişkiler ve Polonya tarihi alanlarında onlarca yıl ders verdi. Hayatının sonuna kadar Washington DC'de yaşadı. Karski, kampların özgürleştirilmesi konulu bir konferansa konuşmacı olarak davet edildiği 1981 yılına kadar, savaş zamanı misyonları hakkında kamuoyu önünde konuşmadı. Karski , Claude Lanzmann'ın Yahudi ve Polonyalı hayatta kalanlarla yapılan sözlü röportajlara dayanan Holokost hakkındaki dokuz saatlik ''Shoah'' (1985) filminde rol aldı. Sovyetler Birliği'nin dağılmasından sonra Karski, yeni Polonya hükûmeti tarafından onurlandırıldığı gibi, savaş zamanındaki rolü nedeniyle ABD ve Avrupa ülkeleri tarafından da onurlandırıldı.",savaştan sonra amerika birleşik devletleri ne göç eden karski doktorasını tamamladı ve georgetown üniversitesi nde uluslararası ilişkiler ve polonya tarihi alanlarında onlarca yıl ders verdi hayatının sonuna kadar washington dc de yaşadı karski kampların özgürleştirilmesi konulu bir konferansa konuşmacı olarak davet edildiği 1981 yılına kadar savaş zamanı misyonları hakkında kamuoyu önünde konuşmadı karski claude lanzmann ın yahudi ve polonyalı hayatta kalanlarla yapılan sözlü röportajlara dayanan holokost hakkındaki dokuz saatlik shoah 1985 filminde rol aldı sovyetler birliği nin dağılmasından sonra karski yeni polonya hükûmeti tarafından onurlandırıldığı gibi savaş zamanındaki rolü nedeniyle abd ve avrupa ülkeleri tarafından da onurlandırıldı,772,97,3510257,Jan Karski
4525423-p2,tr,wiki,Aynı yıl Fas'ta düzenlenen 2019 Afrika Oyunları'nda 62&nbsp;kg kategorisinde bronz madalya kazandı.,aynı yıl fas ta düzenlenen 2019 afrika oyunları nda 62 nbsp kg kategorisinde bronz madalya kazandı,99,16,4525423,Fatoumata Camara (güreşçi)
1362399-p8,tr,wiki,"File:Prostitution in North America.png|Kuzey Amerika'da fahişelik
File:Prostitution in South America.png|Güney Amerika'da fahişelik
File:Prostitution in Europe by countries.svg|Avrupa'da fahişelik
File:Prostitution in Asia.PNG|Asya'da fahişelik
File:Prostitution in Africa.PNG|Afrika'da fahişelik 
File:Prostitution in Australia.png|Avustralya'da fahişelik",file prostitution in north america png kuzey amerika da fahişelik file prostitution in south america png güney amerika da fahişelik file prostitution in europe by countries svg avrupa da fahişelik file prostitution in asia png asya da fahişelik file prostitution in africa png afrika da fahişelik file prostitution in australia png avustralya da fahişelik,356,54,1362399,Seks turizmi
3146272-p0,tr,wiki,"'''Ackworth''', İngiltere'nin West Yorkshire kontluğunda bulunan bir ''civil parish''.",ackworth i ngiltere nin west yorkshire kontluğunda bulunan bir civil parish,86,11,3146272,Ackworth
361769-p3,tr,wiki,"Ölümünden bu yana, bitmemiş ikinci albümü My Sweetheart the Drunk'un dört parçalık bir demo koleksiyonu ve stüdyo kayıtları, Grace'in genişletmeleri ve Live at Sin-é EP dahil olmak üzere, materyalinin ölümünden sonra birçok yayını oldu. Buckley için grafik başarısı ölümünden sonra geldi; Buckley, Leonard Cohen'in ""Hallelujah"" şarkısının cover'ıyla Mart 2008'de Billboard Hot Digital Songs listesinde bir numaraya ulaştı ve Aralık ayında UK Singles Chart'ta iki numaraya ulaştı. Rolling Stone, Grace'i Tüm Zamanların En İyi 500 Albümü listesine dahil etti ve Buckley'i de en iyi şarkıcılar listesine dahil etti.",ölümünden bu yana bitmemiş ikinci albümü my sweetheart the drunk un dört parçalık bir demo koleksiyonu ve stüdyo kayıtları grace in genişletmeleri ve live at sin é ep dahil olmak üzere materyalinin ölümünden sonra birçok yayını oldu buckley için grafik başarısı ölümünden sonra geldi buckley leonard cohen in hallelujah şarkısının cover ıyla mart 2008 de billboard hot digital songs listesinde bir numaraya ulaştı ve aralık ayında uk singles chart ta iki numaraya ulaştı rolling stone grace i tüm zamanların en i yi 500 albümü listesine dahil etti ve buckley i de en iyi şarkıcılar listesine dahil etti,612,97,361769,Jeff Buckley
1026553-p3,tr,wiki,"Kategori:A' Katigorias sezonları
Kategori:1968'de futbol
Kategori:1969'da futbol
Kategori:1968'de Kıbrıs Cumhuriyeti
Kategori:1969'da Kıbrıs Cumhuriyeti",kategori a katigorias sezonları kategori 1968 de futbol kategori 1969 da futbol kategori 1968 de kıbrıs cumhuriyeti kategori 1969 da kıbrıs cumhuriyeti,152,22,1026553,1968-69 Kıbrıs Birinci Ligi
3606577-p24,tr,wiki,"Kategori:Yeşil siyaset partileri
Kategori:Türkiye'deki etkin siyasi partiler
Kategori:2012'de kurulan siyasi partiler
Kategori:2012'de Türkiye'de kurulan oluşumlar
Kategori:Halkların Demokratik Kongresi
Kategori:Emek ve Özgürlük İttifakı
Kategori:Halkların Eşitlik ve Demokrasi Partisi
Kategori:Solcu partiler",kategori yeşil siyaset partileri kategori türkiye deki etkin siyasi partiler kategori 2012 de kurulan siyasi partiler kategori 2012 de türkiye de kurulan oluşumlar kategori halkların demokratik kongresi kategori emek ve özgürlük i ttifakı kategori halkların eşitlik ve demokrasi partisi kategori solcu partiler,309,42,3606577,Halkların Eşitlik ve Demokrasi Partisi
3578373-p3,tr,wiki,Ağustos 2020'de bir yıllığına Hannover 96'ya kiralandı.,ağustos 2020 de bir yıllığına hannover 96 ya kiralandı,55,9,3578373,Kingsley Schindler
617700-p6,tr,wiki,"Dış bağlantılar
* 
* Myspace Müfide İnselel",dış bağlantılar myspace müfide i nselel,43,6,617700,Müfide İnselel
162549-p3,tr,wiki,"Dış bağlantılar
* Urrácal - Sistema de Información Multiterritorial de Andalucía
* Urrácal - Diputación Provincial de Almería",dış bağlantılar urrácal sistema de información multiterritorial de andalucía urrácal diputación provincial de almería,125,14,162549,Urrácal
288635-p0,tr,wiki,"'''Yedibölük''', Gümüşhane ilinin Şiran ilçesine bağlı bir köydür.",yedibölük gümüşhane ilinin şiran ilçesine bağlı bir köydür,66,8,288635,"Yedibölük, Şiran"
1342607-p1,tr,wiki,"Kulübün ismi 1913 yılında Mokhtalat olarak değiştirilmiştir ve 1940 yılında takıma Kral Faruk'un adı verilmiştir. 1952'den sonra ise günümüzdeki adını almıştır. Kelime Türkçe kökenlidir, adı Kahire'nin Zamalek (Üzümlük) bölgesinden gelir. Kahire'de Nil nehrindeki Cezire adasında yer alan, nehir kıyısında gösteri ve sahne sanatlarının sergilendiği büyük Kahire Opera Binası gibi önemli kültürel mekânlara ev sahipliği yapan kozmopolit bir bölgedir.",kulübün ismi 1913 yılında mokhtalat olarak değiştirilmiştir ve 1940 yılında takıma kral faruk un adı verilmiştir 1952 den sonra ise günümüzdeki adını almıştır kelime türkçe kökenlidir adı kahire nin zamalek üzümlük bölgesinden gelir kahire de nil nehrindeki cezire adasında yer alan nehir kıyısında gösteri ve sahne sanatlarının sergilendiği büyük kahire opera binası gibi önemli kültürel mekânlara ev sahipliği yapan kozmopolit bir bölgedir,449,62,1342607,Zamalek (futbol takımı)
1684059-p1,tr,wiki,"Resmi olarak 17 ülke yarışmaya katılmış, Avustralya ve İrlanda ilk katılımlarını, Arnavutluk iki yıllık bir aradan ve Makedonya bir yıllık aradan sonra tekrar katılacağını açıklamış, Hırvatistan, İsveç ve Kıbrıs Cumhuriyeti ise yarışmadan çekildiğini açıklamıştır.",resmi olarak 17 ülke yarışmaya katılmış avustralya ve i rlanda ilk katılımlarını arnavutluk iki yıllık bir aradan ve makedonya bir yıllık aradan sonra tekrar katılacağını açıklamış hırvatistan i sveç ve kıbrıs cumhuriyeti ise yarışmadan çekildiğini açıklamıştır,264,36,1684059,2015 Eurovision Çocuk Şarkı Yarışması
397907-p1,tr,wiki,"Eski kaymakamlardan Kadir Güzeloğlu'nun oğludur. Ankara Üniversitesi Siyasal Bilgiler Fakültesi Kamu Yönetimi Bölümünden 1985 yılında birincilikle mezun oldu. Siverek, Simav İlçelerinde Kaymakam Vekilliği, Türkoğlu, Baskil, Güroymak, Ulukışla, Menderes ilçelerinde kaymakamlık, Gümüşhane ve Karaman'da valilik yapmıştır. 24 Nisan 2006 tarihinde Samsun valiliğine atanan Güzeloğlu buradaki görevini 2010 yılının Haziran ayına kadar sürdürmüş ve 13 Mayıs 2010 tarihli kararname ile Mersin Valiliğine atanmıştır. Mersin'de de 4 yıllık görevini tamamlamış 15 Eylül 2014 tarih ve 6780 nolu müşterek kararname ile Kocaeli valiliğine atanmıştır. 27 Eylül 2014'te Mersin'deki görevinden ayrılarak 1 Ekim 2014 tarihinde Kocaeli Valiliğindeki görevine başlamıştır. 21 Haziran 2017 tarihinde Resmî Gazete'de yayımlanan valiler kararnamesi ile Diyarbakır Valiliğine atanmıştır. 10 Haziran 2020 tarihinde Resmî Gazete'de yayımlanan kararname ile Mülkiye Başmüfettişi olarak atanmıştır.",eski kaymakamlardan kadir güzeloğlu nun oğludur ankara üniversitesi siyasal bilgiler fakültesi kamu yönetimi bölümünden 1985 yılında birincilikle mezun oldu siverek simav i lçelerinde kaymakam vekilliği türkoğlu baskil güroymak ulukışla menderes ilçelerinde kaymakamlık gümüşhane ve karaman da valilik yapmıştır 24 nisan 2006 tarihinde samsun valiliğine atanan güzeloğlu buradaki görevini 2010 yılının haziran ayına kadar sürdürmüş ve 13 mayıs 2010 tarihli kararname ile mersin valiliğine atanmıştır mersin de de 4 yıllık görevini tamamlamış 15 eylül 2014 tarih ve 6780 nolu müşterek kararname ile kocaeli valiliğine atanmıştır 27 eylül 2014 te mersin deki görevinden ayrılarak 1 ekim 2014 tarihinde kocaeli valiliğindeki görevine başlamıştır 21 haziran 2017 tarihinde resmî gazete de yayımlanan valiler kararnamesi ile diyarbakır valiliğine atanmıştır 10 haziran 2020 tarihinde resmî gazete de yayımlanan kararname ile mülkiye başmüfettişi olarak atanmıştır,972,128,397907,Hasan Basri Güzeloğlu
1442443-p1,tr,wiki,"Kategori:2012 single'ları
Kategori:2012 şarkıları
Kategori:Billboard Dance Club Songs'ta bir numara olan single'lar
Kategori:Canadian Hot 100'da bir numara olan single'lar
Kategori:Finlandiya'da liste başı olmuş şarkılar
Kategori:İsrail'de liste başı olmuş şarkılar
Kategori:M.I.A. şarkıları
Kategori:Madonna şarkıları
Kategori:Madonna'nın yapımcısı olduğu şarkılar
Kategori:Nicki Minaj şarkıları
Kategori:Nicki Minaj tarafından yazılan şarkılar",kategori 2012 single ları kategori 2012 şarkıları kategori billboard dance club songs ta bir numara olan single lar kategori canadian hot 100 da bir numara olan single lar kategori finlandiya da liste başı olmuş şarkılar kategori i srail de liste başı olmuş şarkılar kategori m i a şarkıları kategori madonna şarkıları kategori madonna nın yapımcısı olduğu şarkılar kategori nicki minaj şarkıları kategori nicki minaj tarafından yazılan şarkılar,445,67,1442443,Give Me All Your Luvin'
2825175-p4,tr,wiki,"Mahalle, Bergama'nın kuzeydoğusunda olup, numaralı Bergama-Göçbeyli il yoluna, Kozluca Mahallesi üzerinden, Göçbeyli Mahallesi'nde 8,6&nbsp;km.lik bir köy yoluyla ulaşmaktadır.",mahalle bergama nın kuzeydoğusunda olup numaralı bergama göçbeyli il yoluna kozluca mahallesi üzerinden göçbeyli mahallesi nde 8 6 nbsp km lik bir köy yoluyla ulaşmaktadır,176,25,2825175,"Ilgıncaber, Bergama"
21845-p25,tr,wiki,"Pantokrator Kilisesi (Zeyrek Camii)
Doğu Roma İmparatorluğu'nun daha sonraki hanedanlarının, Komnenos ve Paleologos hanedanlarının defin yeri olmuştur. Kiliseyi yaptıran İmparatoriçe Iriene, 1134'te ölmüş ve buraya defnedilmiştir.",pantokrator kilisesi zeyrek camii doğu roma i mparatorluğu nun daha sonraki hanedanlarının komnenos ve paleologos hanedanlarının defin yeri olmuştur kiliseyi yaptıran i mparatoriçe iriene 1134 te ölmüş ve buraya defnedilmiştir,230,30,21845,Konstantinopolis
3487001-p3,tr,wiki,"Kategori:1954 doğumlular
Kategori:İstanbul ili doğumlu siyasetçiler
Kategori:İstanbul Teknik Üniversitesinde öğrenim görenler
Kategori:TBMM 22. dönem İstanbul milletvekilleri
Kategori:TBMM 23. dönem İstanbul milletvekilleri
Kategori:Adalet ve Kalkınma Partisi mensubu siyasetçiler
Kategori:Yaşayan insanlar
Kategori:Adalet ve Kalkınma Partisi Kurucular Kurulu üyeleri",kategori 1954 doğumlular kategori i stanbul ili doğumlu siyasetçiler kategori i stanbul teknik üniversitesinde öğrenim görenler kategori tbmm 22 dönem i stanbul milletvekilleri kategori tbmm 23 dönem i stanbul milletvekilleri kategori adalet ve kalkınma partisi mensubu siyasetçiler kategori yaşayan insanlar kategori adalet ve kalkınma partisi kurucular kurulu üyeleri,367,48,3487001,Mehmet Beyazıt Denizolgun
519703-p0,tr,wiki,"'''''Aldatma''''', Harold Pinter'in orijinal adı ''Betrayal'' olan tiyatro oyunu.",aldatma harold pinter in orijinal adı betrayal olan tiyatro oyunu,81,10,519703,Aldatma (oyun)
234938-p1,tr,wiki,"Tarihçe
Daha önceleri Yukarıçinik köyüne bağlı bir mahalle iken, 15 Ağustos 1952'de yine aynı köye bağlı Çalfındıcak, Karatuzla, Sülüklügöl, Gölceğiz, Gödekler ve Meryemler mahalleleri ile birleşerek köy statüsü kazandı. 2012 yılındaki yasa değişikliğinden sonra yeniden mahalle oldu.",tarihçe daha önceleri yukarıçinik köyüne bağlı bir mahalle iken 15 ağustos 1952 de yine aynı köye bağlı çalfındıcak karatuzla sülüklügöl gölceğiz gödekler ve meryemler mahalleleri ile birleşerek köy statüsü kazandı 2012 yılındaki yasa değişikliğinden sonra yeniden mahalle oldu,284,38,234938,"Karışlar, Tekkeköy"
951688-p4,tr,wiki,"(Sokoto hakimiyetinde) Fulani Emirleri
* Süleyman (1805-1819)
* İbrahim (1819-1846)
* Osman I (1846-1855)
* Abdullah (1855-1883)
* Muhammed Bello (1883-1893)
* Muhammed Tukur (1893-1894)
* Aliyu (1894-1903)",sokoto hakimiyetinde fulani emirleri süleyman 1805 1819 i brahim 1819 1846 osman i 1846 1855 abdullah 1855 1883 muhammed bello 1883 1893 muhammed tukur 1893 1894 aliyu 1894 1903,206,29,951688,Kano hükümdarları listesi
523308-p0,tr,wiki,"'''Abu-l Farac''' ya da '''Bar Hebraeus''' veya '''Ebü'l Ferec İbnü'l İbri''' (d. 1225, Malatya - ö. 30 Temmuz 1286, Meraga), 13. yüzyıl Anadolu'sundaki Selçuklu yönetiminde bulunan Melitene'de (Günümüz Malatyası'nın eski merkezi) yaşamış felsefeci, tarihçi, şair, gramer uzmanı, müfessir, ilahiyatçı ve dönemin Süryani Katolikos'u.",abu l farac ya da bar hebraeus veya ebü l ferec i bnü l i bri d 1225 malatya ö 30 temmuz 1286 meraga 13 yüzyıl anadolu sundaki selçuklu yönetiminde bulunan melitene de günümüz malatyası nın eski merkezi yaşamış felsefeci tarihçi şair gramer uzmanı müfessir ilahiyatçı ve dönemin süryani katolikos u,332,51,523308,Bar Hebraeus
38666-p6,tr,wiki,"Açık diplomasi
Gizli diplomasiye tepki olarak ortaya atılan diplomasi anlayışıdır. Bu anlayışa göre, diplomatik görüşmelerle ilgili tarafların yüklenecekleri hak ve sorumlulukların kamuoyunun bilgi ve denetimine sunulması gerekir. Gizli diplomasiye en büyük tepki ABD Başkanı olan W. Wilson'dan gelmiştir. Büyük Savaş sonunda yayınladığı ""On dört Nokta""nın birincisinde ""açık görüşmeler sonunda varılacak açık sözleşmeler"" ilkesini ileri sürmüştür.",açık diplomasi gizli diplomasiye tepki olarak ortaya atılan diplomasi anlayışıdır bu anlayışa göre diplomatik görüşmelerle ilgili tarafların yüklenecekleri hak ve sorumlulukların kamuoyunun bilgi ve denetimine sunulması gerekir gizli diplomasiye en büyük tepki abd başkanı olan w wilson dan gelmiştir büyük savaş sonunda yayınladığı on dört nokta nın birincisinde açık görüşmeler sonunda varılacak açık sözleşmeler ilkesini ileri sürmüştür,448,57,38666,Diplomasi
2572231-p14,tr,wiki,"Kategori:Türk Deniz Kuvvetleri
Kategori:Türk Silahlı Kuvvetleri
Kategori:Filolar",kategori türk deniz kuvvetleri kategori türk silahlı kuvvetleri kategori filolar,80,10,2572231,Denizaltı Filosu
2215225-p8,tr,wiki,"Nazi Almanyası Sovyet sınırlarını 1941'de geçtikten sonra doğuda operasyonlarına devam etti. Sadece Bialystok'ta değil aynı zaman da Gargždai Haziranın sonuna doğru kadın ve çocukların öldürülmesine karşı olan tabu kırılmış oldu. Temmuz itibarıyla, önemli miktarda kadın ve çocuklar öldürülmüştü ve bu ölümler aynı zamanda Ukraynalılar ve Litvanya yardımcı kuvvetleri tarafından destek görüyordu. 1941 yılını Ağustos ayının sonunda, Einsatzgruppen 23,600 Yahudi'yi öldürdü. Bir ay sonra Sovyet Yahudilerine karşı büyük bir saldırı düzenlendi. Bu saldırıda 33,000 her yaştan Yahudi sistematik bir şekilde makineli tüfeklerle infaz edildi. Ekim ayının ortasında Friedrich Jeckeln komutasında 100,000'den fazla infaz gerçekleştirildiğini rapor etti.",nazi almanyası sovyet sınırlarını 1941 de geçtikten sonra doğuda operasyonlarına devam etti sadece bialystok ta değil aynı zaman da gargždai haziranın sonuna doğru kadın ve çocukların öldürülmesine karşı olan tabu kırılmış oldu temmuz itibarıyla önemli miktarda kadın ve çocuklar öldürülmüştü ve bu ölümler aynı zamanda ukraynalılar ve litvanya yardımcı kuvvetleri tarafından destek görüyordu 1941 yılını ağustos ayının sonunda einsatzgruppen 23 600 yahudi yi öldürdü bir ay sonra sovyet yahudilerine karşı büyük bir saldırı düzenlendi bu saldırıda 33 000 her yaştan yahudi sistematik bir şekilde makineli tüfeklerle infaz edildi ekim ayının ortasında friedrich jeckeln komutasında 100 000 den fazla infaz gerçekleştirildiğini rapor etti,746,102,2215225,Nihai Çözüm
2032679-p2,tr,wiki,"Kocaçay'ın üzerine 90 m gövde yüksekliğine sahip, elektrik üretimi, taşkın kontrolü ve sulama amaçlı Manyas Barajı ve Hidroelektrik Santrali kurulmuştur.",kocaçay ın üzerine 90 m gövde yüksekliğine sahip elektrik üretimi taşkın kontrolü ve sulama amaçlı manyas barajı ve hidroelektrik santrali kurulmuştur,153,21,2032679,Kocaçay
1571-p18,tr,wiki,"Burada t, R d doğrultusu boyunca giden R ışınının R 0 başlangıç noktasına uzaklığıdır. t değerinin R 0 ile R d arasındaki uzaklığa tam olarak eşit olması için R d 'nin boyu 1 olmalı, yani R d normalize edilmelidir.",burada t r d doğrultusu boyunca giden r ışınının r 0 başlangıç noktasına uzaklığıdır t değerinin r 0 ile r d arasındaki uzaklığa tam olarak eşit olması için r d nin boyu 1 olmalı yani r d normalize edilmelidir,214,39,1571,Işın izleme
1033693-p7,tr,wiki,"2010
Litvanya
Eurovision Şarkı Yarışması",2010 litvanya eurovision şarkı yarışması,40,5,1033693,2010 Eurovision Şarkı Yarışması'nda Litvanya
